name= Base | position= (100,100) : 101 : 101 | Health=10000 Placesd
attacker: name= Tesla tank  | position= (50,272) : 41 : 41 | Health=1000  < moved >  From (50,273)
attacker: name= Tesla tank  | position= (50,271) : 41 : 41 | Health=1000  < moved >  From (50,272)
attacker: name= Tesla tank  | position= (50,270) : 41 : 41 | Health=1000  < moved >  From (50,271)
attacker: name= Tesla tank  | position= (50,269) : 41 : 41 | Health=1000  < moved >  From (50,270)
attacker: name= Tesla tank  | position= (50,268) : 41 : 41 | Health=1000  < moved >  From (50,269)
attacker: name= Tesla tank  | position= (50,267) : 41 : 41 | Health=1000  < moved >  From (50,268)
attacker: name= Tesla tank  | position= (50,266) : 41 : 41 | Health=1000  < moved >  From (50,267)
attacker: name= Tesla tank  | position= (50,265) : 41 : 41 | Health=1000  < moved >  From (50,266)
attacker: name= Tesla tank  | position= (50,264) : 41 : 41 | Health=1000  < moved >  From (50,265)
attacker: name= Tesla tank  | position= (50,263) : 41 : 41 | Health=1000  < moved >  From (50,264)
attacker: name= Tesla tank  | position= (50,262) : 41 : 41 | Health=1000  < moved >  From (50,263)
attacker: name= Tesla tank  | position= (50,261) : 41 : 41 | Health=1000  < moved >  From (50,262)
attacker: name= Tesla tank  | position= (50,260) : 41 : 41 | Health=1000  < moved >  From (50,261)
attacker: name= Tesla tank  | position= (50,259) : 41 : 41 | Health=1000  < moved >  From (50,260)
attacker: name= Tesla tank  | position= (50,258) : 41 : 41 | Health=1000  < moved >  From (50,259)
attacker: name= Tesla tank  | position= (50,257) : 41 : 41 | Health=1000  < moved >  From (50,258)
attacker: name= Tesla tank  | position= (50,256) : 41 : 41 | Health=1000  < moved >  From (50,257)
attacker: name= Tesla tank  | position= (50,255) : 41 : 41 | Health=1000  < moved >  From (50,256)
attacker: name= Tesla tank  | position= (50,254) : 41 : 41 | Health=1000  < moved >  From (50,255)
attacker: name= Tesla tank  | position= (50,253) : 41 : 41 | Health=1000  < moved >  From (50,254)
attacker: name= Tesla tank  | position= (50,252) : 41 : 41 | Health=1000  < moved >  From (50,253)
attacker: name= Tesla tank  | position= (50,251) : 41 : 41 | Health=1000  < moved >  From (50,252)
attacker: name= Tesla tank  | position= (50,250) : 41 : 41 | Health=1000  < moved >  From (50,251)
attacker: name= Tesla tank  | position= (50,249) : 41 : 41 | Health=1000  < moved >  From (50,250)
attacker: name= Tesla tank  | position= (50,248) : 41 : 41 | Health=1000  < moved >  From (50,249)
attacker: name= Tesla tank  | position= (50,247) : 41 : 41 | Health=1000  < moved >  From (50,248)
attacker: name= Tesla tank  | position= (50,246) : 41 : 41 | Health=1000  < moved >  From (50,247)
attacker: name= Tesla tank  | position= (50,245) : 41 : 41 | Health=1000  < moved >  From (50,246)
attacker: name= Tesla tank  | position= (50,245) : 41 : 41 | Health=1000  < attacked >  defender: name= rocket Tank  | position= (100,205) : 21 : 21 | Health=1000 --> 509.0
attacker: name= Tesla tank  | position= (50,245) : 41 : 41 | Health=1000  < attacked >  defender: name= rocket Tank  | position= (100,205) : 21 : 21 | Health=509 --> 18.0
attacker: name= Tesla tank  | position= (50,245) : 41 : 41 | Health=1000  < attacked >  defender: name= rocket Tank  | position= (100,205) : 21 : 21 | Health=18 --> -473.0
defender: name= rocket Tank  | position= (100,205) : 21 : 21 | Health=-473  < destroyed >  
attacker: name= Tesla tank  | position= (50,244) : 41 : 41 | Health=1000  < moved >  From (50,245)
attacker: name= Tesla tank  | position= (50,243) : 41 : 41 | Health=1000  < moved >  From (50,244)
attacker: name= Tesla tank  | position= (50,242) : 41 : 41 | Health=1000  < moved >  From (50,243)
attacker: name= Tesla tank  | position= (50,241) : 41 : 41 | Health=1000  < moved >  From (50,242)
attacker: name= Tesla tank  | position= (50,240) : 41 : 41 | Health=1000  < moved >  From (50,241)
attacker: name= Tesla tank  | position= (50,239) : 41 : 41 | Health=1000  < moved >  From (50,240)
attacker: name= Tesla tank  | position= (50,238) : 41 : 41 | Health=1000  < moved >  From (50,239)
attacker: name= Tesla tank  | position= (50,237) : 41 : 41 | Health=1000  < moved >  From (50,238)
attacker: name= Tesla tank  | position= (50,236) : 41 : 41 | Health=1000  < moved >  From (50,237)
attacker: name= Tesla tank  | position= (50,235) : 41 : 41 | Health=1000  < moved >  From (50,236)
attacker: name= Tesla tank  | position= (50,234) : 41 : 41 | Health=1000  < moved >  From (50,235)
attacker: name= Tesla tank  | position= (50,233) : 41 : 41 | Health=1000  < moved >  From (50,234)
attacker: name= Tesla tank  | position= (50,232) : 41 : 41 | Health=1000  < moved >  From (50,233)
attacker: name= Tesla tank  | position= (50,231) : 41 : 41 | Health=1000  < moved >  From (50,232)
attacker: name= Tesla tank  | position= (50,230) : 41 : 41 | Health=1000  < moved >  From (50,231)
attacker: name= Tesla tank  | position= (50,229) : 41 : 41 | Health=1000  < moved >  From (50,230)
attacker: name= Tesla tank  | position= (50,228) : 41 : 41 | Health=1000  < moved >  From (50,229)
attacker: name= Tesla tank  | position= (50,227) : 41 : 41 | Health=1000  < moved >  From (50,228)
attacker: name= Tesla tank  | position= (50,226) : 41 : 41 | Health=1000  < moved >  From (50,227)
attacker: name= Tesla tank  | position= (50,225) : 41 : 41 | Health=1000  < moved >  From (50,226)
attacker: name= Tesla tank  | position= (50,224) : 41 : 41 | Health=1000  < moved >  From (50,225)
attacker: name= Tesla tank  | position= (50,223) : 41 : 41 | Health=1000  < moved >  From (50,224)
attacker: name= Tesla tank  | position= (50,222) : 41 : 41 | Health=1000  < moved >  From (50,223)
attacker: name= Tesla tank  | position= (50,221) : 41 : 41 | Health=1000  < moved >  From (50,222)
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < moved >  From (50,221)
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=10000 --> 9500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=9500 --> 9000.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=9000 --> 8500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=8500 --> 8000.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=8000 --> 7500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=7500 --> 7000.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=7000 --> 6500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=6500 --> 6000.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=6000 --> 5500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=5500 --> 5000.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=5000 --> 4500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=4500 --> 4000.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=4000 --> 3500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=3500 --> 3000.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=3000 --> 2500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=2500 --> 2000.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=2000 --> 1500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=1500 --> 1000.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=1000 --> 500.0
attacker: name= Tesla tank  | position= (50,220) : 41 : 41 | Health=1000  < attacked >  name= base | position= (100,100) : 101 : 101 | Health=500 --> 0.0
name= base | position= (100,100) : 101 : 101 | Health=0  < destroyed >  
attacker: name= Tesla tank  | position= (50,219) : 41 : 41 | Health=1000  < moved >  From (50,220)
attacker: name= Tesla tank  | position= (50,218) : 41 : 41 | Health=1000  < moved >  From (50,219)
attacker: name= Tesla tank  | position= (50,217) : 41 : 41 | Health=1000  < moved >  From (50,218)
attacker: name= Tesla tank  | position= (50,216) : 41 : 41 | Health=1000  < moved >  From (50,217)
attacker: name= Tesla tank  | position= (50,215) : 41 : 41 | Health=1000  < moved >  From (50,216)
attacker: name= Tesla tank  | position= (50,214) : 41 : 41 | Health=1000  < moved >  From (50,215)
attacker: name= Tesla tank  | position= (50,213) : 41 : 41 | Health=1000  < moved >  From (50,214)
attacker: name= Tesla tank  | position= (50,212) : 41 : 41 | Health=1000  < moved >  From (50,213)
attacker: name= Tesla tank  | position= (50,211) : 41 : 41 | Health=1000  < moved >  From (50,212)
attacker: name= Tesla tank  | position= (50,210) : 41 : 41 | Health=1000  < moved >  From (50,211)
attacker: name= Tesla tank  | position= (50,209) : 41 : 41 | Health=1000  < moved >  From (50,210)
attacker: name= Tesla tank  | position= (50,208) : 41 : 41 | Health=1000  < moved >  From (50,209)
attacker: name= Tesla tank  | position= (50,207) : 41 : 41 | Health=1000  < moved >  From (50,208)
attacker: name= Tesla tank  | position= (50,206) : 41 : 41 | Health=1000  < moved >  From (50,207)
attacker: name= Tesla tank  | position= (50,205) : 41 : 41 | Health=1000  < moved >  From (50,206)
attacker: name= Tesla tank  | position= (50,204) : 41 : 41 | Health=1000  < moved >  From (50,205)
attacker: name= Tesla tank  | position= (50,203) : 41 : 41 | Health=1000  < moved >  From (50,204)
attacker: name= Tesla tank  | position= (50,202) : 41 : 41 | Health=1000  < moved >  From (50,203)
attacker: name= Tesla tank  | position= (50,201) : 41 : 41 | Health=1000  < moved >  From (50,202)
attacker: name= Tesla tank  | position= (50,200) : 41 : 41 | Health=1000  < moved >  From (50,201)
attacker: name= Tesla tank  | position= (50,199) : 41 : 41 | Health=1000  < moved >  From (50,200)
attacker: name= Tesla tank  | position= (50,198) : 41 : 41 | Health=1000  < moved >  From (50,199)
attacker: name= Tesla tank  | position= (50,197) : 41 : 41 | Health=1000  < moved >  From (50,198)
attacker: name= Tesla tank  | position= (50,196) : 41 : 41 | Health=1000  < moved >  From (50,197)
attacker: name= Tesla tank  | position= (50,195) : 41 : 41 | Health=1000  < moved >  From (50,196)
attacker: name= Tesla tank  | position= (50,194) : 41 : 41 | Health=1000  < moved >  From (50,195)
attacker: name= Tesla tank  | position= (50,193) : 41 : 41 | Health=1000  < moved >  From (50,194)
attacker: name= Tesla tank  | position= (50,192) : 41 : 41 | Health=1000  < moved >  From (50,193)
attacker: name= Tesla tank  | position= (50,191) : 41 : 41 | Health=1000  < moved >  From (50,192)
attacker: name= Tesla tank  | position= (50,190) : 41 : 41 | Health=1000  < moved >  From (50,191)
attacker: name= Tesla tank  | position= (50,189) : 41 : 41 | Health=1000  < moved >  From (50,190)
attacker: name= Tesla tank  | position= (50,188) : 41 : 41 | Health=1000  < moved >  From (50,189)
attacker: name= Tesla tank  | position= (50,187) : 41 : 41 | Health=1000  < moved >  From (50,188)
attacker: name= Tesla tank  | position= (50,186) : 41 : 41 | Health=1000  < moved >  From (50,187)
attacker: name= Tesla tank  | position= (50,185) : 41 : 41 | Health=1000  < moved >  From (50,186)
attacker: name= Tesla tank  | position= (50,184) : 41 : 41 | Health=1000  < moved >  From (50,185)
attacker: name= Tesla tank  | position= (50,183) : 41 : 41 | Health=1000  < moved >  From (50,184)
attacker: name= Tesla tank  | position= (50,182) : 41 : 41 | Health=1000  < moved >  From (50,183)
attacker: name= Tesla tank  | position= (50,181) : 41 : 41 | Health=1000  < moved >  From (50,182)
attacker: name= Tesla tank  | position= (50,180) : 41 : 41 | Health=1000  < moved >  From (50,181)
attacker: name= Tesla tank  | position= (50,179) : 41 : 41 | Health=1000  < moved >  From (50,180)
attacker: name= Tesla tank  | position= (50,178) : 41 : 41 | Health=1000  < moved >  From (50,179)
attacker: name= Tesla tank  | position= (50,177) : 41 : 41 | Health=1000  < moved >  From (50,178)
attacker: name= Tesla tank  | position= (50,176) : 41 : 41 | Health=1000  < moved >  From (50,177)
attacker: name= Tesla tank  | position= (50,175) : 41 : 41 | Health=1000  < moved >  From (50,176)
attacker: name= Tesla tank  | position= (50,174) : 41 : 41 | Health=1000  < moved >  From (50,175)
attacker: name= Tesla tank  | position= (50,173) : 41 : 41 | Health=1000  < moved >  From (50,174)
attacker: name= Tesla tank  | position= (50,172) : 41 : 41 | Health=1000  < moved >  From (50,173)
attacker: name= Tesla tank  | position= (50,171) : 41 : 41 | Health=1000  < moved >  From (50,172)
attacker: name= Tesla tank  | position= (50,170) : 41 : 41 | Health=1000  < moved >  From (50,171)
attacker: name= Tesla tank  | position= (50,169) : 41 : 41 | Health=1000  < moved >  From (50,170)
attacker: name= Tesla tank  | position= (50,168) : 41 : 41 | Health=1000  < moved >  From (50,169)
attacker: name= Tesla tank  | position= (50,167) : 41 : 41 | Health=1000  < moved >  From (50,168)
attacker: name= Tesla tank  | position= (50,166) : 41 : 41 | Health=1000  < moved >  From (50,167)
attacker: name= Tesla tank  | position= (50,165) : 41 : 41 | Health=1000  < moved >  From (50,166)
attacker: name= Tesla tank  | position= (50,164) : 41 : 41 | Health=1000  < moved >  From (50,165)
attacker: name= Tesla tank  | position= (50,163) : 41 : 41 | Health=1000  < moved >  From (50,164)
attacker: name= Tesla tank  | position= (50,162) : 41 : 41 | Health=1000  < moved >  From (50,163)
attacker: name= Tesla tank  | position= (50,161) : 41 : 41 | Health=1000  < moved >  From (50,162)
attacker: name= Tesla tank  | position= (50,160) : 41 : 41 | Health=1000  < moved >  From (50,161)
attacker: name= Tesla tank  | position= (50,159) : 41 : 41 | Health=1000  < moved >  From (50,160)
attacker: name= Tesla tank  | position= (50,158) : 41 : 41 | Health=1000  < moved >  From (50,159)
attacker: name= Tesla tank  | position= (50,157) : 41 : 41 | Health=1000  < moved >  From (50,158)
attacker: name= Tesla tank  | position= (50,156) : 41 : 41 | Health=1000  < moved >  From (50,157)
attacker: name= Tesla tank  | position= (50,155) : 41 : 41 | Health=1000  < moved >  From (50,156)
attacker: name= Tesla tank  | position= (50,154) : 41 : 41 | Health=1000  < moved >  From (50,155)
attacker: name= Tesla tank  | position= (50,153) : 41 : 41 | Health=1000  < moved >  From (50,154)
attacker: name= Tesla tank  | position= (50,152) : 41 : 41 | Health=1000  < moved >  From (50,153)
attacker: name= Tesla tank  | position= (50,151) : 41 : 41 | Health=1000  < moved >  From (50,152)
attacker: name= Tesla tank  | position= (50,150) : 41 : 41 | Health=1000  < moved >  From (50,151)
attacker: name= Tesla tank  | position= (50,149) : 41 : 41 | Health=1000  < moved >  From (50,150)
attacker: name= Tesla tank  | position= (50,148) : 41 : 41 | Health=1000  < moved >  From (50,149)
attacker: name= Tesla tank  | position= (50,147) : 41 : 41 | Health=1000  < moved >  From (50,148)
attacker: name= Tesla tank  | position= (50,146) : 41 : 41 | Health=1000  < moved >  From (50,147)
attacker: name= Tesla tank  | position= (50,145) : 41 : 41 | Health=1000  < moved >  From (50,146)
attacker: name= Tesla tank  | position= (50,144) : 41 : 41 | Health=1000  < moved >  From (50,145)
attacker: name= Tesla tank  | position= (50,143) : 41 : 41 | Health=1000  < moved >  From (50,144)
attacker: name= Tesla tank  | position= (50,142) : 41 : 41 | Health=1000  < moved >  From (50,143)
attacker: name= Tesla tank  | position= (50,141) : 41 : 41 | Health=1000  < moved >  From (50,142)
attacker: name= Tesla tank  | position= (50,140) : 41 : 41 | Health=1000  < moved >  From (50,141)
attacker: name= Tesla tank  | position= (51,140) : 41 : 41 | Health=1000  < moved >  From (50,140)
attacker: name= Tesla tank  | position= (52,140) : 41 : 41 | Health=1000  < moved >  From (51,140)
attacker: name= Tesla tank  | position= (53,140) : 41 : 41 | Health=1000  < moved >  From (52,140)
attacker: name= Tesla tank  | position= (54,140) : 41 : 41 | Health=1000  < moved >  From (53,140)
attacker: name= Tesla tank  | position= (55,140) : 41 : 41 | Health=1000  < moved >  From (54,140)
attacker: name= Tesla tank  | position= (56,140) : 41 : 41 | Health=1000  < moved >  From (55,140)
attacker: name= Tesla tank  | position= (57,140) : 41 : 41 | Health=1000  < moved >  From (56,140)
attacker: name= Tesla tank  | position= (58,140) : 41 : 41 | Health=1000  < moved >  From (57,140)
attacker: name= Tesla tank  | position= (59,140) : 41 : 41 | Health=1000  < moved >  From (58,140)
attacker: name= Tesla tank  | position= (59,139) : 41 : 41 | Health=1000  < moved >  From (59,140)
attacker: name= Tesla tank  | position= (59,138) : 41 : 41 | Health=1000  < moved >  From (59,139)
attacker: name= Tesla tank  | position= (59,137) : 41 : 41 | Health=1000  < moved >  From (59,138)
attacker: name= Tesla tank  | position= (59,136) : 41 : 41 | Health=1000  < moved >  From (59,137)
attacker: name= Tesla tank  | position= (59,135) : 41 : 41 | Health=1000  < moved >  From (59,136)
attacker: name= Tesla tank  | position= (59,134) : 41 : 41 | Health=1000  < moved >  From (59,135)
attacker: name= Tesla tank  | position= (59,133) : 41 : 41 | Health=1000  < moved >  From (59,134)
attacker: name= Tesla tank  | position= (59,132) : 41 : 41 | Health=1000  < moved >  From (59,133)
attacker: name= Tesla tank  | position= (59,131) : 41 : 41 | Health=1000  < moved >  From (59,132)
attacker: name= Tesla tank  | position= (59,130) : 41 : 41 | Health=1000  < moved >  From (59,131)
attacker: name= Tesla tank  | position= (59,129) : 41 : 41 | Health=1000  < moved >  From (59,130)
attacker: name= Tesla tank  | position= (59,128) : 41 : 41 | Health=1000  < moved >  From (59,129)
attacker: name= Tesla tank  | position= (59,127) : 41 : 41 | Health=1000  < moved >  From (59,128)
attacker: name= Tesla tank  | position= (59,126) : 41 : 41 | Health=1000  < moved >  From (59,127)
attacker: name= Tesla tank  | position= (59,125) : 41 : 41 | Health=1000  < moved >  From (59,126)
attacker: name= Tesla tank  | position= (59,124) : 41 : 41 | Health=1000  < moved >  From (59,125)
attacker: name= Tesla tank  | position= (59,123) : 41 : 41 | Health=1000  < moved >  From (59,124)
attacker: name= Tesla tank  | position= (59,122) : 41 : 41 | Health=1000  < moved >  From (59,123)
attacker: name= Tesla tank  | position= (59,121) : 41 : 41 | Health=1000  < moved >  From (59,122)
attacker: name= Tesla tank  | position= (59,120) : 41 : 41 | Health=1000  < moved >  From (59,121)
attacker: name= Tesla tank  | position= (59,119) : 41 : 41 | Health=1000  < moved >  From (59,120)
attacker: name= Tesla tank  | position= (59,118) : 41 : 41 | Health=1000  < moved >  From (59,119)
attacker: name= Tesla tank  | position= (59,117) : 41 : 41 | Health=1000  < moved >  From (59,118)
attacker: name= Tesla tank  | position= (59,116) : 41 : 41 | Health=1000  < moved >  From (59,117)
attacker: name= Tesla tank  | position= (59,115) : 41 : 41 | Health=1000  < moved >  From (59,116)
attacker: name= Tesla tank  | position= (59,114) : 41 : 41 | Health=1000  < moved >  From (59,115)
attacker: name= Tesla tank  | position= (59,113) : 41 : 41 | Health=1000  < moved >  From (59,114)
attacker: name= Tesla tank  | position= (59,112) : 41 : 41 | Health=1000  < moved >  From (59,113)
attacker: name= Tesla tank  | position= (59,111) : 41 : 41 | Health=1000  < moved >  From (59,112)
attacker: name= Tesla tank  | position= (59,110) : 41 : 41 | Health=1000  < moved >  From (59,111)
The Time is up Attackers Lost
 _______________________________		The End		_______________________________ 
name= base | position= (100,100) : 101 : 101 | Health=10000 Placesd
name= river | position= (0,250) : 1000 : 40 Placesd
name= river | position= (0,250) : 1000 : 40 miss placed so removed 
defender: name= rocket Tank  | position= (100,205) : 21 : 21 | Health=1000 Placesd
attacker: name= Tesla tank  | position= (50,349) : 41 : 41 | Health=1000  < moved >  From (50,350)
attacker: name= Tesla tank  | position= (50,348) : 41 : 41 | Health=1000  < moved >  From (50,349)
attacker: name= Tesla tank  | position= (50,347) : 41 : 41 | Health=1000  < moved >  From (50,348)
attacker: name= Tesla tank  | position= (50,346) : 41 : 41 | Health=1000  < moved >  From (50,347)
attacker: name= Tesla tank  | position= (50,345) : 41 : 41 | Health=1000  < moved >  From (50,346)
attacker: name= Tesla tank  | position= (50,344) : 41 : 41 | Health=1000  < moved >  From (50,345)
attacker: name= Tesla tank  | position= (50,343) : 41 : 41 | Health=1000  < moved >  From (50,344)
attacker: name= Tesla tank  | position= (50,342) : 41 : 41 | Health=1000  < moved >  From (50,343)
attacker: name= Tesla tank  | position= (50,341) : 41 : 41 | Health=1000  < moved >  From (50,342)
attacker: name= Tesla tank  | position= (50,340) : 41 : 41 | Health=1000  < moved >  From (50,341)
attacker: name= Tesla tank  | position= (50,339) : 41 : 41 | Health=1000  < moved >  From (50,340)
attacker: name= Tesla tank  | position= (50,338) : 41 : 41 | Health=1000  < moved >  From (50,339)
attacker: name= Tesla tank  | position= (50,337) : 41 : 41 | Health=1000  < moved >  From (50,338)
attacker: name= Tesla tank  | position= (50,336) : 41 : 41 | Health=1000  < moved >  From (50,337)
attacker: name= Tesla tank  | position= (50,335) : 41 : 41 | Health=1000  < moved >  From (50,336)
attacker: name= Tesla tank  | position= (50,334) : 41 : 41 | Health=1000  < moved >  From (50,335)
attacker: name= Tesla tank  | position= (50,333) : 41 : 41 | Health=1000  < moved >  From (50,334)
attacker: name= Tesla tank  | position= (50,332) : 41 : 41 | Health=1000  < moved >  From (50,333)
attacker: name= Tesla tank  | position= (50,331) : 41 : 41 | Health=1000  < moved >  From (50,332)
attacker: name= Tesla tank  | position= (50,330) : 41 : 41 | Health=1000  < moved >  From (50,331)
attacker: name= Tesla tank  | position= (50,329) : 41 : 41 | Health=1000  < moved >  From (50,330)
attacker: name= Tesla tank  | position= (50,328) : 41 : 41 | Health=1000  < moved >  From (50,329)
attacker: name= Tesla tank  | position= (50,327) : 41 : 41 | Health=1000  < moved >  From (50,328)
attacker: name= Tesla tank  | position= (50,326) : 41 : 41 | Health=1000  < moved >  From (50,327)
attacker: name= Tesla tank  | position= (50,325) : 41 : 41 | Health=1000  < moved >  From (50,326)
attacker: name= Tesla tank  | position= (50,324) : 41 : 41 | Health=1000  < moved >  From (50,325)
attacker: name= Tesla tank  | position= (50,323) : 41 : 41 | Health=1000  < moved >  From (50,324)
attacker: name= Tesla tank  | position= (50,322) : 41 : 41 | Health=1000  < moved >  From (50,323)
attacker: name= Tesla tank  | position= (50,321) : 41 : 41 | Health=1000  < moved >  From (50,322)
